product_name,category,rating,url,source,budget_band,rating_band,price
B008YAV0A2,Conditioner,5.0,https://www.amazon.in/Matrix-Opti-Smooth-Straight-Shampoo/dp/B07BMXQRL9/ref=sr_1_19?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-19,Amazon,unknown,excellent,0
B008Y9JRQM,Conditioner,5.0,https://www.amazon.in/TRESemme-Hair-Defense-Conditioner-190ml/dp/B07F31KJXC/ref=sr_1_20?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-20,Amazon,unknown,excellent,0
B008Y9B0MG,Conditioner,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjI4MTUwNDkyNzQ5NDcxOjE2ODAwNjk0NDA6c3BfbXRmX2Jyb3dzZToyMDA1NzA4MTE4NzMwNzo6MDo6&url=%2FPaul-Mitchell-Conditioner-10-14-Ounce%2Fdp%2FB003OQ9QFM%2Fref%3Dsr_1_21_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D2e794e71-efe9-4d32-b22b-7f41306c4eea%26pf_rd_r%3D1VX6276QKTXNWTBWDSY6%26pf_rd_s%3Dmerchandised-search-12%26qid%3D1680069440%26refinements%3Dp_72%253A1318477031%26rnid%3D27076118031%26s%3Dbeauty%26sr%3D1-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,unknown,excellent,0
B008Y48XP8,Conditioner,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjI4MTUwNDkyNzQ5NDcxOjE2ODAwNjk0NDA6c3BfbXRmX2Jyb3dzZToyMDA1NzA4NDYyNzcwNzo6MDo6&url=%2FMoroccanoil-Hydrating-Conditioner-8-5-Fl-Oz%2Fdp%2FB0098QQ88U%2Fref%3Dsr_1_22_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D2e794e71-efe9-4d32-b22b-7f41306c4eea%26pf_rd_r%3D1VX6276QKTXNWTBWDSY6%26pf_rd_s%3Dmerchandised-search-12%26qid%3D1680069440%26refinements%3Dp_72%253A1318477031%26rnid%3D27076118031%26s%3Dbeauty%26sr%3D1-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,unknown,excellent,0
B008Y13RUC,Conditioner,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjI4MTUwNDkyNzQ5NDcxOjE2ODAwNjk0NDA6c3BfbXRmX2Jyb3dzZToyMDA1NzA4MTE4NjcwNzo6MDo6&url=%2FCOLOR-PROTECT%25C2%25AE-CONDITIONER-Paul-Mitchell%2Fdp%2FB0048WVUUK%2Fref%3Dsr_1_23_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D2e794e71-efe9-4d32-b22b-7f41306c4eea%26pf_rd_r%3D1VX6276QKTXNWTBWDSY6%26pf_rd_s%3Dmerchandised-search-12%26qid%3D1680069440%26refinements%3Dp_72%253A1318477031%26rnid%3D27076118031%26s%3Dbeauty%26sr%3D1-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,unknown,excellent,0
B008Y03O7E,Conditioner,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjI4MTUwNDkyNzQ5NDcxOjE2ODAwNjk0NDA6c3BfbXRmX2Jyb3dzZToyMDA4MTUyODkyNjY5ODo6MDo6&url=%2FDerma-Kairfoll-Conditioner-Nourish-Strengthens%2Fdp%2FB086VXBVMK%2Fref%3Dsr_1_24_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D2e794e71-efe9-4d32-b22b-7f41306c4eea%26pf_rd_r%3D1VX6276QKTXNWTBWDSY6%26pf_rd_s%3Dmerchandised-search-12%26qid%3D1680069440%26refinements%3Dp_72%253A1318477031%26rnid%3D27076118031%26s%3Dbeauty%26sr%3D1-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1%26smid%3DA22WJPWD0J1V45,Amazon,unknown,excellent,0
B008XWYDEG,Conditioner,5.0,https://www.amazon.in/Mamaearth-Conditioner-Growth-Control-Coconut/dp/B07WFH21BG/ref=sr_1_25?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-25,Amazon,unknown,excellent,0
B008XWYCEM,Conditioner,5.0,https://www.amazon.in/LOreal-Paris-Extraordinary-Conditioner-17-5ml/dp/B074VDVJXJ/ref=sr_1_26?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-26,Amazon,unknown,excellent,0
B008XWYBF2,Conditioner,5.0,https://www.amazon.in/Pantene-Advanced-Solution-Damage-Conditioner/dp/B07SX3SL7G/ref=sr_1_27?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-27,Amazon,unknown,excellent,0
B008XWYAY4,Conditioner,5.0,https://www.amazon.in/WOW-science-conditioner-organic-coconut/dp/B01ND1R7Y0/ref=sr_1_28?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-28,Amazon,unknown,excellent,0
B008XWYA0S,Conditioner,5.0,https://www.amazon.in/LOreal-Paris-Nourishing-Conditioner-200ml/dp/B00MFNNAGQ/ref=sr_1_29?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-29,Amazon,unknown,excellent,0
B008XWY8Y6,Conditioner,5.0,https://www.amazon.in/Herbal-Essences-Argan-Morocco-Conditioner/dp/B07P7V8WGY/ref=sr_1_30?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-30,Amazon,unknown,excellent,0
B008XWX4A0,Conditioner,5.0,https://www.amazon.in/LOreal-Paris-RESIST-Conditioner-175ml/dp/B008KH5UDW/ref=sr_1_31?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-31,Amazon,unknown,excellent,0
B008XO1XB0,Conditioner,5.0,https://www.amazon.in/Garnier-Fructis-Strong-Strengthening-Conditioner/dp/B006G779Q4/ref=sr_1_32?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-32,Amazon,unknown,excellent,0
B008XMY3IW,Conditioner,5.0,https://www.amazon.in/Love-Beauty-Planet-BlackSeed-Conditioner/dp/B09N3QGNTQ/ref=sr_1_33?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-33,Amazon,unknown,excellent,0
B008XLN1AE,Conditioner,5.0,https://www.amazon.in/LOreal-Paris-Reviver-Nourish-Conditioner/dp/B07W6G61DG/ref=sr_1_34?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-34,Amazon,unknown,excellent,0
B008XKBW4M,Conditioner,5.0,https://www.amazon.in/Dove-Breakage-Conditioner-Parabens-Nutri-Lock/dp/B09QC6Z47Z/ref=sr_1_35?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-35,Amazon,unknown,excellent,0
B008XHCLMC,Conditioner,5.0,https://www.amazon.in/Revlon-Speed-Color-Natural-Black/dp/B00DQO9C2Y/ref=sr_1_36?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-36,Amazon,unknown,excellent,0
B008XCNJ0K,Conditioner,5.0,https://www.amazon.in/Pantene-Advanced-Solution-Smooth-Conditioner/dp/B07SVYMKHD/ref=sr_1_37?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-37,Amazon,unknown,excellent,0
B008XB9T1Y,Conditioner,5.0,https://www.amazon.in/Biotique-Thyme-Conditioner-Fine-Thinning/dp/B07YWMTML9/ref=sr_1_38?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-38,Amazon,unknown,excellent,0
B008XA0YU0,Conditioner,5.0,https://www.amazon.in/RE-EQUIL-Babassu-Smoothening-Conditioner/dp/B07GL2D6NV/ref=sr_1_39?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-39,Amazon,unknown,excellent,0
B008X9KKSM,Conditioner,5.0,https://www.amazon.in/LOreal-Paris-Reviver-Extraordinary-Conditioner/dp/B07WL5WS85/ref=sr_1_40?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-40,Amazon,unknown,excellent,0
B008X5C8BI,Conditioner,5.0,https://www.amazon.in/Mamaearth-Conditioner-Keratin-Damaged-Frizzy/dp/B08ZS5HJJM/ref=sr_1_41?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-41,Amazon,unknown,excellent,0
B008X4RE36,Conditioner,5.0,https://www.amazon.in/Sunsilk-Almond-Honey-Conditioner-180/dp/B08HSSSQ2R/ref=sr_1_42?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=2e794e71-efe9-4d32-b22b-7f41306c4eea&pf_rd_r=1VX6276QKTXNWTBWDSY6&pf_rd_s=merchandised-search-12&qid=1680069440&refinements=p_72%3A1318477031&rnid=27076118031&s=beauty&sr=1-42,Amazon,unknown,excellent,0
Empty Shade + Light Contour Palette,Contour,5.0,,Sephora,low,excellent,0
Filmstar Bronze & Glow Contour Duo,Contour,4.5,,Sephora,high,excellent,0
The Sculpting Contour Powder,Contour,4.5,,Sephora,high,excellent,0
Shade + Light Powder Contour Palette Refill,Contour,4.5,,Sephora,low,excellent,0
Hamptons Weekender Contour Palette,Contour,4.5,,Sephora,medium,excellent,0
Shade and Illuminate,Contour,4.5,,Sephora,high,excellent,0
Contour Kit,Contour,4.0,,Sephora,high,good,0
Contour & Highlight Stick,Contour,4.0,,Sephora,medium,good,0
Hollywood Contour Wand,Contour,4.0,,Sephora,high,good,0
Chubby Stick Sculpting Contour,Contour,4.0,,Sephora,medium,good,0
Tantour Contour & Bronzer Cream,Contour,4.0,,Sephora,medium,good,0
Kitten Mini Shade + Light Contour Duo,Contour,4.0,,Sephora,medium,good,0
Shade + Light Crème Contour Palette Refill,Contour,4.0,,Sephora,medium,good,0
Contour Sculpting Powder,Contour,4.0,,Sephora,high,good,0
Contour Face Palette,Contour,4.0,,Sephora,medium,good,0
Step-By-Step Contour Kit,Contour,4.0,,Sephora,high,good,0
Terracotta Matte Contouring Powder,Contour,3.5,,Sephora,high,average,0
Sculpting Pencil,Contour,3.0,,Sephora,medium,average,0
B00AZYF90C,Cream & Moisturizer,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDE3MDU2OTQzMTM2OTQzOjE2ODAwNjcxMTg6c3BfYXRmX2Jyb3dzZToyMDA4MDk2NTk5NDk5ODo6MDo6&url=%2Fbelif-Moisturizer-Intensively-moisturizer-combination%2Fdp%2FB0BFL9B7DM%2Fref%3Dsr_1_1_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D1f9b873b-851b-4ef7-9137-1a1dc23c575a%26pf_rd_r%3DJ3D55DSHBXE7WA6366Z9%26pf_rd_s%3Dmerchandised-search-11%26qid%3D1680067118%26refinements%3Dp_85%253A10440599031%26rps%3D1%26s%3Dbeauty%26sr%3D1-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,unknown,excellent,0
B00AZY5PT2,Cream & Moisturizer,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDE3MDU2OTQzMTM2OTQzOjE2ODAwNjcxMTg6c3BfYXRmX2Jyb3dzZToyMDA4MDk2NTk5NTI5ODo6MDo6&url=%2Fbelif-Explosion-Moisturizer-Moisturizing-Moisturzer%2Fdp%2FB0BFLHXHKT%2Fref%3Dsr_1_2_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D1f9b873b-851b-4ef7-9137-1a1dc23c575a%26pf_rd_r%3DJ3D55DSHBXE7WA6366Z9%26pf_rd_s%3Dmerchandised-search-11%26qid%3D1680067118%26refinements%3Dp_85%253A10440599031%26rps%3D1%26s%3Dbeauty%26sr%3D1-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,unknown,excellent,0
B00AZX3C1Q,Cream & Moisturizer,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDE3MDU2OTQzMTM2OTQzOjE2ODAwNjcxMTg6c3BfYXRmX2Jyb3dzZToyMDEwNzMxNTk0NjU5ODo6MDo6&url=%2FKapiva-Anti-Acne-Certified-Ayurvedic-Actives%2Fdp%2FB0BK1QHPMZ%2Fref%3Dsr_1_3_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D1f9b873b-851b-4ef7-9137-1a1dc23c575a%26pf_rd_r%3DJ3D55DSHBXE7WA6366Z9%26pf_rd_s%3Dmerchandised-search-11%26qid%3D1680067118%26refinements%3Dp_85%253A10440599031%26rps%3D1%26s%3Dbeauty%26sr%3D1-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,unknown,excellent,0
B00AZUHKSK,Cream & Moisturizer,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDE3MDU2OTQzMTM2OTQzOjE2ODAwNjcxMTg6c3BfYXRmX2Jyb3dzZToyMDEwNTg2NzA0NDg5ODo6MDo6&url=%2Fbiocule-Clarifying-Subligana-Harungana-Tightening%2Fdp%2FB0BMPYR5T7%2Fref%3Dsr_1_4_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D1f9b873b-851b-4ef7-9137-1a1dc23c575a%26pf_rd_r%3DJ3D55DSHBXE7WA6366Z9%26pf_rd_s%3Dmerchandised-search-11%26qid%3D1680067118%26refinements%3Dp_85%253A10440599031%26rps%3D1%26s%3Dbeauty%26sr%3D1-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1%26smid%3DA2DJ2Q0YYEAARS,Amazon,unknown,excellent,0
B00AZSNW3E,Cream & Moisturizer,5.0,https://www.amazon.in/Lakme-Moisturizer-highlighter-Enriched-Niacinamide/dp/B09FMJ8WWR/ref=sr_1_5?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-5,Amazon,unknown,excellent,0
B00AZRGH64,Cream & Moisturizer,5.0,https://www.amazon.in/Garnier-Light-Complete-VITAMIN-Booster/dp/B08FTQXWC7/ref=sr_1_6?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-6,Amazon,unknown,excellent,0
B00AZQXIE4,Cream & Moisturizer,5.0,https://www.amazon.in/Minimalist-Niacinamide-Blemishes-Balancing-Clarifying/dp/B08F9MF314/ref=sr_1_7?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-7,Amazon,unknown,excellent,0
B00AZQLPNU,Cream & Moisturizer,5.0,https://www.amazon.in/Cetaphil-Moisturising-Cream-80g/dp/B01HMLB0LW/ref=sr_1_8?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-8,Amazon,unknown,excellent,0
B00AZOTTPS,Cream & Moisturizer,5.0,https://www.amazon.in/Minimalist-Salicylic-Exfoliant-Blackheads-Exfoliating/dp/B08GG9M863/ref=sr_1_9?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-9,Amazon,unknown,excellent,0
B00AZNH7EY,Cream & Moisturizer,5.0,https://www.amazon.in/Minimalist-Vitamin-Glowing-Effective-Brightening/dp/B08MVBF4P8/ref=sr_1_10?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-10,Amazon,unknown,excellent,0
B00AZMAA7G,Cream & Moisturizer,5.0,https://www.amazon.in/Neutriderm-Vitamin-Moisturising-Lotion-125/dp/B00GSXY6DU/ref=sr_1_11?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-11,Amazon,unknown,excellent,0
B00AZIZJIA,Cream & Moisturizer,5.0,https://www.amazon.in/Mamaearth-Aloe-Vera-Face-Vitamin/dp/B084WN37XT/ref=sr_1_12?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-12,Amazon,unknown,excellent,0
B00AZIZHU0,Cream & Moisturizer,5.0,https://www.amazon.in/Plum-Mandarin-Ascorbic-Hyperpigmentation-Fragrance-Free/dp/B095PRGHDX/ref=sr_1_13?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-13,Amazon,unknown,excellent,0
B00AZG2H78,Cream & Moisturizer,5.0,https://www.amazon.in/Minimalist-Arbutin-Pigmentation-Hyaluronic-Blemishes/dp/B08GGDRRQ8/ref=sr_1_14?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-14,Amazon,unknown,excellent,0
B00AZF9196,Cream & Moisturizer,5.0,https://www.amazon.in/Minimalist-Vitamin-Absorbing-Lightweight-Moisturizer/dp/B09Q3MWP2S/ref=sr_1_15?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-15,Amazon,unknown,excellent,0
B00AZD8L1W,Cream & Moisturizer,5.0,https://www.amazon.in/Lakme-Perfect-Radiance-Fairness-Cr%C3%A8me/dp/B01C571752/ref=sr_1_16?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-16,Amazon,unknown,excellent,0
B00AZBWPSO,Cream & Moisturizer,5.0,https://www.amazon.in/UrbanBotanics-Pure-Aloe-Vera-Paraben/dp/B07GPT37YB/ref=sr_1_17?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-17,Amazon,unknown,excellent,0
B00AZBWA5W,Cream & Moisturizer,5.0,https://www.amazon.in/Ceramides-Hyaluronic-Hydrating-Probiotic-Barrier/dp/B0BDVG99J5/ref=sr_1_18?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-18,Amazon,unknown,excellent,0
B00AZBVKAS,Cream & Moisturizer,5.0,https://www.amazon.in/Derma-Co-Salicylic-Serum-Marks/dp/B08TT6DPXN/ref=sr_1_19?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-19,Amazon,unknown,excellent,0
B00AZBUAP4,Cream & Moisturizer,5.0,https://www.amazon.in/LOr%C3%A9al-Paris-Revitalift-HYALURONIC-SERUM/dp/B08QSTTSNH/ref=sr_1_20?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=J3D55DSHBXE7WA6366Z9&pf_rd_s=merchandised-search-11&qid=1680067118&refinements=p_85%3A10440599031&rps=1&s=beauty&sr=1-20,Amazon,unknown,excellent,0
